     **************************************************
     *                PROGRAM  RRKM                   *
     *              E. Martinez-Nunez                 *
     *       Departamento de Quimica Fisica           *
     *  Universidad de Santiago de Compostela(Spain)  *
     **************************************************


   Direct via TS9 for process 1 7         -8.3235 150          


   Energia critica   =  66.47kcal/mol
   Energia rotacional=   0.00kcal/mol
   Energia mas alta  = 161.18kcal/mol


   Rotores libres del reactivo= 0       Rotores libres del TS= 0



   Teoria rrkm armonica cuantica


   Frecuencias vibracionales del reactivo
   ======================================
       frec    1      551  cm-1
       frec    2      593  cm-1
       frec    3      957  cm-1
       frec    4     1063  cm-1
       frec    5     1232  cm-1
       frec    6     1308  cm-1
       frec    7     1840  cm-1
       frec    8     2664  cm-1
       frec    9     2788  cm-1


   Energia del punto cero en el re=    18.58kcal/mol


   Frecuencias vibracionales del estado de transicion
   ==================================================
       frec    1      451  cm-1
       frec    2      587  cm-1
       frec    3      906  cm-1
       frec    4      998  cm-1
       frec    5     1346  cm-1
       frec    6     1947  cm-1
       frec    7     2103  cm-1
       frec    8     2635  cm-1


   Energia del punto cero en el TS=    15.69kcal/mol




     Energia      k(E,J)/s-1
        32620              5716377558.
        32630              5749463387.
        32640              5760683508.
        32650              5782261238.
        32660              5813975126.
        32670              5828666222.
        32680              5850352294.
        32690              5878331145.
        32700              5898927733.
        32710              5918349625.
        32720              5945103295.
        32730              5966319474.
        32740              5984208025.
        32750              6003643861.
        32760              6027577821.
        32770              6029053172.
        32780              6059281369.
        32790              6068826622.
        32800              6104115931.
        32810              6136883669.
        32820              6149059741.
        32830              6177898030.
        32840              6193329998.
        32850              6223420456.
        32860              6248695857.
        32870              6270759874.
        32880              6294811759.
        32890              6309634353.
        32900              6343311409.
        32910              6335337591.
        32920              6366223635.
        32930              6394157774.
        32940              6418484345.
        32950              6446910959.
        32960              6465385765.
        32970              6478469705.
        32980              6514974108.
        32990              6528852294.
        33000              6558503629.
        33010              6584941185.
        33020              6611827786.
        33030              6628537427.
        33040              6641643431.
        33050              6671816923.
        33060              6677039726.
        33070              6717879150.
        33080              6725303454.
        33090              6754530762.
        33100              6789866215.
        33110              6801145213.
        33120              6829054218.
        33130              6854838225.
        33140              6883604288.
        33150              6905132374.
        33160              6935407461.
        33170              6956997481.
        33180              6978943704.
        33190              7012655843.
        33200              7023278213.
        33210              7051388165.
        33220              7073635360.
        33230              7090775128.
        33240              7110686448.
        33250              7143606932.
        33260              7159165844.
        33270              7201201802.
        33280              7207632634.
        33290              7246440579.
        33300              7266893597.
        33310              7310886202.
        33320              7315726630.
        33330              7345966944.
        33340              7375436998.
        33350              7384911933.
        33360              7411997552.
        33370              7425505845.
        33380              7448575664.
        33390              7494052659.
        33400              7512260062.
        33410              7548267334.
        33420              7563029248.
        33430              7599198418.
        33440              7613671734.
        33450              7644968248.
        33460              7667516327.
        33470              7700071304.
        33480              7724193468.
        33490              7748276208.
        33500              7756112797.
        33510              7803233061.
        33520              7803860280.
        33530              7841987365.
        33540              7871661052.
        33550              7890615750.
        33560              7917749256.
        33570              7941821701.
        33580              7975648567.
        33590              7997349631.
        33600              8044607412.
        33610              8058552906.
        33620              8084548103.
        33630              8119531947.
        33640              8127656006.
        33650              8167681249.
        33660              8190285663.
        33670              8219435887.
        33680              8245428236.
        33690              8263506356.
        33700              8292620851.
        33710              8327968456.
        33720              8354308402.
        33730              8376251030.
        33740              8409188106.
        33750              8443431730.
        33760              8463216503.
        33770              8492856839.
        33780              8525882893.
        33790              8538603110.
        33800              8593843241.
        33810              8584773880.
        33820              8615770171.
        33830              8637617318.
