     **************************************************
     *                PROGRAM  RRKM                   *
     *              E. Martinez-Nunez                 *
     *       Departamento de Quimica Fisica           *
     *  Universidad de Santiago de Compostela(Spain)  *
     **************************************************


   Reverse via TS10 for process 3 1          5.2856 150        


   Energia critica   =  54.73kcal/mol
   Energia rotacional=   0.00kcal/mol
   Energia mas alta  = 161.18kcal/mol


   Rotores libres del reactivo= 0       Rotores libres del TS= 0



   Teoria rrkm armonica cuantica


   Frecuencias vibracionales del reactivo
   ======================================
       frec    1      467  cm-1
       frec    2      523  cm-1
       frec    3      591  cm-1
       frec    4      818  cm-1
       frec    5      847  cm-1
       frec    6     1242  cm-1
       frec    7     1340  cm-1
       frec    8     2737  cm-1
       frec    9     2763  cm-1


   Energia del punto cero en el re=    16.19kcal/mol


   Frecuencias vibracionales del estado de transicion
   ==================================================
       frec    1      326  cm-1
       frec    2      473  cm-1
       frec    3      523  cm-1
       frec    4     1077  cm-1
       frec    5     1256  cm-1
       frec    6     1567  cm-1
       frec    7     2472  cm-1
       frec    8     2788  cm-1


   Energia del punto cero en el TS=    14.98kcal/mol




     Energia      k(E,J)/s-1
        24710              1894308813.
        24720              1885446957.
        24730              1909769712.
        24740              1925461934.
        24750              1914267673.
        24760              1944586752.
        24770              1955392371.
        24780              1954950912.
        24790              1979215994.
        24800              1979435600.
        24810              1992718897.
        24820              2017571674.
        24830              2015740055.
        24840              2032670958.
        24850              2041889979.
        24860              2046838853.
        24870              2069571945.
        24880              2073835261.
        24890              2079978254.
        24900              2096623352.
        24910              2110104063.
        24920              2116315261.
        24930              2132094335.
        24940              2146127598.
        24950              2151077501.
        24960              2166893365.
        24970              2184917008.
        24980              2187535959.
        24990              2212493467.
        25000              2216347031.
        25010              2217193884.
        25020              2250254716.
        25030              2244406078.
        25040              2250903618.
        25050              2287974508.
        25060              2274985599.
        25070              2290428547.
        25080              2322893512.
        25090              2312273806.
        25100              2329712919.
        25110              2356326549.
        25120              2353200303.
        25130              2372542038.
        25140              2390970897.
        25150              2393007322.
        25160              2406756475.
        25170              2433127623.
        25180              2430259767.
        25190              2443127338.
        25200              2467346910.
        25210              2454717914.
        25220              2486458165.
        25230              2509068765.
        25240              2489805689.
        25250              2532111580.
        25260              2550835131.
        25270              2524458169.
        25280              2574305611.
        25290              2587460127.
        25300              2574310125.
        25310              2614752696.
        25320              2619528271.
        25330              2615972580.
        25340              2646720753.
        25350              2662762679.
        25360              2660884025.
        25370              2684588521.
        25380              2697687093.
        25390              2698009712.
        25400              2730757228.
        25410              2738349718.
        25420              2737845825.
        25430              2781972019.
        25440              2782049613.
        25450              2784373439.
        25460              2832075495.
        25470              2814602886.
        25480              2830002697.
        25490              2877959360.
        25500              2855147216.
        25510              2874392720.
        25520              2903978734.
        25530              2897790456.
        25540              2924510219.
        25550              2945484929.
        25560              2942374753.
        25570              2967826054.
        25580              2982787707.
        25590              2989852281.
        25600              3013933649.
        25610              3036348239.
        25620              3034255443.
        25630              3057711699.
        25640              3081860506.
        25650              3070094844.
        25660              3106350095.
        25670              3123966418.
        25680              3111280291.
        25690              3152677587.
        25700              3163752408.
        25710              3157474021.
        25720              3203377467.
        25730              3204186823.
        25740              3214147426.
        25750              3251601583.
        25760              3246149404.
        25770              3267966469.
        25780              3298719586.
        25790              3292724047.
        25800              3316609119.
        25810              3340631732.
        25820              3341643172.
        25830              3358281396.
        25840              3396885413.
        25850              3388342058.
        25860              3400264687.
        25870              3444584865.
        25880              3439010347.
        25890              3449448033.
        25900              3495085985.
        25910              3485072141.
        25920              3512614781.
        25930              3542508852.
        25940              3529802058.
        25950              3565349834.
        25960              3583749828.
        25970              3589343074.
        25980              3622826174.
        25990              3622534086.
        26000              3633537240.
        26010              3673925919.
        26020              3677966574.
        26030              3689183281.
        26040              3718477250.
        26050              3733911467.
        26060              3738334695.
        26070              3770655572.
        26080              3791683329.
        26090              3791446393.
        26100              3827429859.
        26110              3841299074.
        26120              3839346461.
        26130              3877977931.
        26140              3883069844.
        26150              3904377585.
        26160              3934062449.
        26170              3926115123.
        26180              3960551116.
        26190              3984941650.
        26200              3978039638.
        26210              4026946325.
        26220              4036235859.
        26230              4037326758.
        26240              4080017854.
        26250              4084497767.
        26260              4093032902.
        26270              4131656325.
        26280              4141780464.
        26290              4150584544.
        26300              4181415463.
        26310              4192471917.
        26320              4202869147.
        26330              4246314118.
        26340              4254987552.
        26350              4256008325.
        26360              4312673299.
        26370              4302189600.
        26380              4311675619.
        26390              4380493263.
        26400              4362618785.
        26410              4374785251.
        26420              4434888367.
        26430              4405872168.
        26440              4436586609.
        26450              4489697732.
        26460              4469082903.
        26470              4502788962.
        26480              4537212101.
        26490              4528874762.
        26500              4565386361.
        26510              4596359449.
        26520              4592231141.
        26530              4626062979.
